Incident ID,Incident Date,State,City Or County,Address,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2437382,13-Oct-22,Arizona,Phoenix,4201 E Knox Rd,Mountain Pointe High School,0,0,0,0,1
2437310,13-Oct-22,North Carolina,Erwin,215 Maynard Lake Rd,Triton High School,0,0,0,0,1
2437269,13-Oct-22,North Carolina,Charlotte,7600 IBM Dr,Julius Chambers High School,0,0,0,0,1
2436507,13-Oct-22,Illinois,Champaign,913 Crescent Dr,Centennial High School,0,0,0,0,1
2437231,13-Oct-22,New York,Wellsville,126 W State St,Wellsville Secondary School,0,0,0,0,1
2437396,13-Oct-22,New York,Corona (Queens),121-10 Rockaway Blvd,Epic High School South,0,0,0,0,1
2437674,13-Oct-22,Michigan,University Center,1961 Delta Rd,Delta College,0,1,0,0,0
2436115,12-Oct-22,North Carolina,Cary,638 Walnut St,Cary High School,0,0,0,0,2
2438046,12-Oct-22,Nevada,Reno,1014 N Virginia St,University of Nevada,0,0,0,0,0
2437289,12-Oct-22,North Carolina,Graham,631 Southern High School Rd,Southern Alamance High School,0,0,0,0,1
2437216,12-Oct-22,Florida,Fort Pierce,1801 Panther Ln,Fort Pierce Westwood Academy,0,0,0,0,1
2435118,11-Oct-22,Pennsylvania,Middleburg,10 Dock Hill Rd,Mid-West Middle School,0,0,0,0,1
2435418,11-Oct-22,Wisconsin,Racine,7345 Washington Ave,JI Case High School,0,0,0,0,1
2435216,11-Oct-22,Ohio,Akron,65 Steiner Rd,SOAR,0,0,0,0,1
2435365,11-Oct-22,North Carolina,Lumberton,3901 Fayetteville Rd,Lumberton High School,0,0,0,0,0
2435867,11-Oct-22,Pennsylvania,Wilkes Barre,2021 Wolfpack Wy,Wilkes-Barre Area High School,0,0,0,0,0
2435436,11-Oct-22,Kansas,Salina,730 E Magnolia Rd,Salina South High School,0,0,0,0,3
2435505,11-Oct-22,Alabama,Birmingham,2101 Jefferson Ave SW,Arrington Elementary School,0,1,0,0,0
2435187,10-Oct-22,Florida,Hialeah,5987 E 7th Ave,Amelia Earhart Elementary School,0,0,0,0,1
2435298,10-Oct-22,South Carolina,Columbia,1701 Westchester Dr,Columbia High School,0,0,0,0,1
2435225,10-Oct-22,Ohio,Columbus,2400 S Hamilton Rd,Life Skills Center Southeast,0,0,0,0,1
2434860,10-Oct-22,Wisconsin,Milwaukee,8135 W Florist Ave,James Madison High School,0,0,0,1,1
2435104,10-Oct-22,Ohio,Columbus,211 E 7th Ave,Weinland Park Elementary School,0,0,0,0,1
2434287,10-Oct-22,North Carolina,Waxhaw,1400 Cuthbertson Rd,Cuthbertson High School,0,0,0,0,1
2435330,8-Oct-22,Kansas,Kansas City,2400 Steele Rd,J.C. Harmon High School,0,0,0,0,0
2433352,8-Oct-22,California,Berkeley,2400 Durant Ave,University of California Berkeley,1,3,0,0,2
2433428,8-Oct-22,Maryland,Baltimore,4300 block of Hillen Rd,Morgan State University,0,1,0,0,0
2432745,7-Oct-22,Ohio,Toledo,5 Whitmer Dr,Whitmer High School Stadium,0,3,0,0,2
2433751,7-Oct-22,Michigan,Battle Creek,62 Champion St,Battle Creek Central High,0,0,0,0,0
2432879,7-Oct-22,Arizona,Phoenix,3333 W Roosevelt St,Carl Hayden High School,0,0,0,0,0
2436126,7-Oct-22,Ohio,Dayton (Huber Heights),5400 Chambersburg Rd,Wayne High School,0,0,0,0,1
2433405,7-Oct-22,Connecticut,Hartford,415 Granby St,Weaver High School,0,0,0,0,1
2435008,7-Oct-22,South Carolina,Seabrook,169 State Hwy S 7-549,Whale Branch Early College High School,0,0,0,0,1
2435004,7-Oct-22,Texas,Houston,7555 Houston Sugar Land Rd,Alief Taylor High School,0,0,0,0,1
2432878,7-Oct-22,Nevada,Las Vegas,9370 Brent Ln,James H Bilbray Elementary,0,0,0,0,0
2432859,7-Oct-22,North Carolina,Lawndale,307 E Stage Coach Trl,Burns High School,0,0,0,0,1
2433393,7-Oct-22,Wyoming,Casper,930 S Elm St,Natrona County High School,0,0,0,0,0
2432735,6-Oct-22,Delaware,Newark,750 E Delaware Ave,Newark High School,0,0,0,0,1
2432658,6-Oct-22,Texas,Rio Hondo,22547 TX-345,Rio Hondo High School,0,0,0,0,1
2432244,6-Oct-22,Virginia,Richmond,4314 Crutchfield St,George Wythe High School,0,0,0,0,1
2432590,6-Oct-22,Minnesota,Minneapolis (Coon Rapids),2340 Northdale Blvd NW,Coon Rapids High School,0,0,0,0,4
2431717,6-Oct-22,Oklahoma,Oklahoma City (Midwest City),213 Elm St,Midwest City High School,0,0,0,0,1
2431763,6-Oct-22,Virginia,Petersburg,1 Hayden St,Virginia State University,0,0,0,0,0
2432069,6-Oct-22,Florida,Citra,151 W Hwy 329,North Marion High School,0,0,0,0,1
2432107,6-Oct-22,Ohio,Columbus,1265 Koebel Rd,Marion-Franklin High School,0,0,0,0,0
2431119,5-Oct-22,Georgia,Savannah,12419 Largo Dr,Windsor Forest High School,0,0,0,0,1
2433194,5-Oct-22,Texas,Cypress,7425 Westgreen Blvd,Cypress Park High School,0,0,0,0,1
2431054,5-Oct-22,Arizona,Tucson,1133 E James E Rodgers Way,University of Arizona - Harshbarger Building,1,1,0,0,1
2431470,5-Oct-22,Arkansas,Little Rock,1500 S Park St,Little Rock Central High,0,0,0,0,1
2431081,5-Oct-22,South Carolina,Hopkins,2615 Lower Richland Blvd,Lower Richland High School,0,0,0,0,1
2435010,5-Oct-22,South Carolina,Beaufort,1 Blue Dolphin Dr,Battery Creek High School,0,0,0,0,1
2431228,5-Oct-22,New Mexico,Albuquerque,1505 Candelaria Rd NW,Valley High School,0,0,0,0,1
2430450,4-Oct-22,Oklahoma,Norman,911 W Main St,Norman High School,0,0,0,0,1
2429961,4-Oct-22,Kentucky,Louisville,1130 W Chestnut St,Central High School,0,0,0,0,0
2430211,4-Oct-22,Kansas,Garden City,2720 Buffalo Way Blvd,Garden City High School,0,0,0,0,1
2430199,4-Oct-22,Missouri,Kansas City,6501 NW 72nd St,Plaza Middle School,0,0,0,0,1
2430163,4-Oct-22,Wisconsin,Milwaukee,N 20th St and W Michigan St,Marquette University,0,0,0,0,0
2430125,4-Oct-22,Colorado,Colorado Springs,1675 Winnebago Rd,Evans Elementary School,0,0,0,0,1
2430247,4-Oct-22,Massachusetts,Boston,60 Washington St,Jeremiah E Burke High School,0,1,0,0,1
2434726,3-Oct-22,Utah,Ogden,1080 9th St,Ben Lomond High School,0,0,0,0,1
2431909,3-Oct-22,Indiana,Fort Wayne,475 E State Blvd,North Side High School,0,0,0,0,1
2430189,3-Oct-22,Texas,Donna,400 N D Salinas Blvd,Todd Middle School,0,0,0,0,1
2429319,3-Oct-22,Iowa,Des Moines,1111 E Army Post Rd,DMACC Southridge Center,0,1,0,0,0
2430002,3-Oct-22,Michigan,Oxford,1420 Lakeville Rd,Oxford Middle School,0,0,0,0,0
2429875,3-Oct-22,California,Phelan,9292 Sheep Creek Rd,Serrano High School,0,0,0,0,1
2430209,3-Oct-22,Florida,Miami,5950 NW 11th Ave,Eugenia B Thomas K-8 Center,0,0,0,0,1
2430446,1-Oct-22,Georgia,Statesboro,1332 Southern Dr,Georgia Southern University,0,0,0,0,3
2427775,30-Sep-22,Oklahoma,Tulsa,4929 N Peoria Ave,McLain High School,1,3,0,0,1
2427753,30-Sep-22,New York,Newburgh,201 Fullerton Ave,Newburgh Free Academy,0,3,0,0,0
2427490,30-Sep-22,Nevada,Sparks,1350 Baring Blvd,Edward C Reed High School,0,0,0,0,2
2427532,30-Sep-22,Virginia,Richmond,900 block of McDowell Rd,N/A,0,1,0,0,0
2428668,30-Sep-22,New Mexico,Santa Fe,2100 Yucca St,Santa Fe High School,0,0,0,0,1
2429883,30-Sep-22,Texas,Austin,1201 Payton Gin Rd,Navarro Early College High School,0,0,0,0,1
2427745,29-Sep-22,California,Tulare,2975 Alpine Ave,Alpine Vista School,0,0,0,0,0
2427321,29-Sep-22,Washington,Edmonds,7600 212th St SW,Edmonds-Woodway High School,0,0,0,0,1
2427162,29-Sep-22,Ohio,Columbus,3080 Wicklow Rd,Westgate Alternative Elementary,0,0,0,0,1
2426042,28-Sep-22,California,Oakland,8251 Fontaine St,Kings Estate / Rudsdale Continuation High School,1,5,0,0,0
2426249,28-Sep-22,Indiana,Greenfield,140 Polk St,Weston Elementary School,0,0,0,0,2
2426016,28-Sep-22,Tennessee,Nashville,904 26th Ave N,Pearl-Cohn High School,0,0,0,0,1
2426525,28-Sep-22,North Carolina,Weaverville,890 Clarks Chapel Rd,North Buncombe High School,0,0,0,0,1
2426199,28-Sep-22,Indiana,Fort Wayne,2201 Maplecrest Rd,Haley Elementary School,0,0,0,0,0
2426574,28-Sep-22,Pennsylvania,Williamsport,884 W 4th St,N/A,1,0,0,0,1
2426451,28-Sep-22,North Carolina,Middlesex,13081 W Hanes Ave,Middlesex Elementary,0,0,0,0,1
2427145,28-Sep-22,Georgia,Lagrange,1920 Hamilton Rd,Troup County High School,0,0,0,0,1
2437722,28-Sep-22,California,Olivehurst,4446 Olive Ave,Lindhurst High School,0,0,0,0,2
2425108,27-Sep-22,Indiana,Muncie,801 N Walnut St,Muncie Central High School,0,0,0,0,1
2427309,27-Sep-22,Texas,Deer Park,2920 Luella Ave,Deer Park Elementary,0,0,0,0,1
2425199,27-Sep-22,Pennsylvania,Philadelphia,6498 Ridge Ave,Roxborough High School Stadium,1,4,0,0,4
2427934,27-Sep-22,Washington,Moses Lake,900 Yonezawa Blvd,Columbia Basin Technical Skills Center,0,0,0,0,1
2426503,27-Sep-22,Pennsylvania,Mechanicsburg,100 E Elmwood Ave,Elmwood Academy,0,0,0,0,1
2424589,26-Sep-22,California,Fresno,5445 N Palm Ave,Bullard High School,0,0,0,0,1
2424019,26-Sep-22,Georgia,Valdosta,1400 block of Laura St,N/A,0,1,0,0,0
2424473,26-Sep-22,Texas,Amarillo,3001 SE 34th Ave,Caprock High School,0,0,0,0,1
2424355,26-Sep-22,Utah,Salt Lake City,2166 S 1700 E,Highland High School,0,0,0,0,2
2424397,26-Sep-22,Ohio,Youngstown,W Wood St and Wick Ave,Saint Joseph the Provider School,0,0,0,0,1
2425146,26-Sep-22,Ohio,Wilberforce,1400 Brush Row Rd,Central State University,0,0,0,0,0
2430034,26-Sep-22,Michigan,Oxford,930 E Drahner Rd,Crossroads for Youth,0,0,0,0,0
2424950,26-Sep-22,Maryland,Clinton,6101 Garden Dr,Surrattsville High School,0,0,0,0,1
2426501,26-Sep-22,Texas,San Antonio,9190 US-281 S,Southside High School,0,0,0,0,1
2427129,26-Sep-22,Georgia,Valdosta,1400 block of Weaver St,N/A,0,1,0,0,1
2423686,24-Sep-22,Ohio,Toledo,2200 Arlington Ave,Bowsher High School,0,0,0,0,2
2424570,23-Sep-22,Texas,Dallas,9449 Church Rd,Lake Highlands’ Wildcat-Ram Stadium,0,0,0,0,1
2423761,23-Sep-22,Texas,Dallas,9449 Church Rd,Wildcat-Ram Stadium,0,0,0,0,1
2423013,23-Sep-22,Ohio,Westerville,303 S Otterbein Ave,Westerville South High School,0,0,0,0,1
2424370,23-Sep-22,Ohio,Newark,100 Hainsview Dr,Licking Valley High School,0,0,0,0,0
2422470,23-Sep-22,Minnesota,Minneapolis (Richfield),401 W 70th St,Richfield High School,0,1,0,0,1
2425156,23-Sep-22,Ohio,Dayton (Huber Heights),5400 Chambersburg Rd,Wayne High School,0,0,0,0,1
2423431,23-Sep-22,Michigan,Mount Pleasant,1155 S Elizabeth St,Mount Pleasant High School,0,0,0,0,1
2422034,23-Sep-22,North Carolina,High Point,1 N University Pkwy,High Point University,0,0,0,0,1
2422227,23-Sep-22,Tennessee,Nashville,904 26th Ave N,Pearl-Cohn High School,0,0,0,0,1
2422225,22-Sep-22,Indiana,South Bend,4747 W Washington St,Washington High School,0,0,0,0,1
2421583,22-Sep-22,Utah,Vernal,721 W 100 S,Vernal Middle School,0,0,0,0,1
2421443,22-Sep-22,Indiana,Fort Wayne,9100 Winchester Rd,Wayne High School,0,0,0,0,1
2428646,22-Sep-22,Michigan,Bridgeport,4691 Bearcat Blvd,Bridgeport High School,0,0,0,0,1
2454669,22-Sep-22,Arizona,Phoenix,801 W Peoria Ave,Mountain View School,0,0,0,0,1
2421335,22-Sep-22,Texas,Fort Worth,12350 Timberland Blvd,Timber Creek High School,0,0,0,0,1
2427317,22-Sep-22,Ohio,Toledo,3020 Tremainsville Rd,Autism Model School,0,0,0,0,1
2525910,22-Sep-22,North Carolina,Saint Pauls,648 N Old Stage Rd,St Pauls High School,0,0,0,0,0
2421669,22-Sep-22,Kentucky,Lexington,2000 Winchester Rd,Frederick Douglas High School,0,0,0,0,1
2421032,21-Sep-22,South Carolina,Columbia,1701 Westchester Dr,Columbia High School,0,0,0,0,1
2420895,21-Sep-22,Kentucky,Louisville,6000 Brownsboro Rd,Ballard High School,0,0,0,0,0
2421581,21-Sep-22,Missouri,Kansas City (North Kansas City),620 E 23rd Ave,North Kansas City High School,0,0,0,0,1
2421091,21-Sep-22,Arizona,Tucson,421 N Arcadia Ave,Rincon High School,0,0,0,0,1
2421985,21-Sep-22,Illinois,West Chicago,326 Joliet St,West Chicago High School,0,0,0,0,1
2419732,20-Sep-22,Tennessee,Chattanooga,2500 Market St,Howard High School,0,0,0,0,1
2420080,20-Sep-22,Iowa,Urbandale,7111 NW Aurora Ave,Urbandale High School,0,0,0,0,1
2419765,20-Sep-22,Virginia,Suffolk,214 Kenyon Rd,Lakeland High School,0,0,0,0,1
2419813,20-Sep-22,Ohio,Columbus,4405 Scenic Dr,Whetstone High School,0,0,0,0,1
2419815,20-Sep-22,Ohio,Columbus,1500 E Broad St,East High School,0,0,0,0,1
2419831,20-Sep-22,Ohio,Canal Winchester,300 Washington Street,Canal Winchester High School,0,0,0,0,1
2420743,20-Sep-22,Missouri,Independence,2101 N Twyman Rd,Osage Trail Middle School,0,0,0,0,1
2420720,20-Sep-22,Georgia,Elberton,600 Abernathy Cir,Elbert County High School,0,0,0,0,1
2420693,20-Sep-22,Minnesota,Mankato,1351 S Riverfront Dr,Mankato West High School,0,1,0,0,0
2420238,20-Sep-22,Illinois,Maywood,807 S 1st Ave,Proviso East High School,0,0,0,0,1
2421084,20-Sep-22,Indiana,South Bend,400 block of Teri St,Jackson Middle School Bus,0,0,0,0,1
2419520,19-Sep-22,Florida,Stuart,1400 SE Cove Rd,Treasure Coast Classical Academy,0,0,0,0,0
2419196,19-Sep-22,Louisiana,Harvey,2800 block of Manhattan Blvd,Laureate Academy Charter School Bus,0,0,0,0,1
2419151,19-Sep-22,Colorado,Commerce City,7200 Quebec Pkwy,Adams City High School,0,0,0,0,1
2419699,19-Sep-22,Wisconsin,Janesville,1649 S Chatham St,Edison Middle School,0,0,0,0,0
2418861,19-Sep-22,Tennessee,Nashville,401 Walton Ln,Maplewood High School,0,0,0,0,0
2424678,19-Sep-22,Georgia,Douglasville,8705 Campbellton St,Douglasville High School,0,0,0,0,1
2422582,19-Sep-22,Mississippi,Philadelphia,1000 St Francis Dr,Neshoba Central junior high,0,0,0,0,2
2417805,18-Sep-22,Arizona,Tucson,1011 N Tyndall Ave,University of Arizona,0,2,0,0,0
2417557,17-Sep-22,Georgia,Augusta,1701 15th St,T. W. Josey High School,0,2,0,0,2
2417316,16-Sep-22,Texas,Bryan,2751 N Earl Rudder Fwy,Davila Middle School,0,0,0,0,1
2418187,16-Sep-22,Kentucky,Hopkinsville,9503 Eagle Way,Stadium of Champions,0,0,0,0,1
2419541,16-Sep-22,Alabama,Bay Minette,1 Tiger Dr,Baldwin County High School,0,0,0,0,1
2428252,16-Sep-22,Maine,Lewiston,400 Bartlett St,Connors Elementary School,0,0,0,0,0
2416439,16-Sep-22,North Carolina,Williamston,1260 Godwin Ave,Riverside High School,0,0,0,0,1
2416431,16-Sep-22,South Carolina,Charleston,3080 River Village Crossing Dr,Philip Simmons High School,0,0,0,0,2
2418705,16-Sep-22,Georgia,Lawrenceville,2255 New Hope Rd,Archer High School,0,0,0,0,1
2416927,16-Sep-22,Georgia,Augusta,1339 Laney Walker Blvd,Lucy Craft Laney High School,0,0,0,0,3
2419553,16-Sep-22,Florida,Jacksonville,5530 Firestone Rd,Westside High School,0,0,0,0,1
2416779,16-Sep-22,Minnesota,Minneapolis,1700 Girard Ave N,North High School,0,0,0,0,0
2417423,16-Sep-22,Arkansas,Greenwood,700 Mt Harmony Rd,East Pointe Elementary,0,0,0,0,0
2421172,16-Sep-22,California,Manteca,1700 Thomas St,Sierra High School football stadium,0,0,0,0,0
2417342,16-Sep-22,Texas,Fort Worth (Everman),1000 S Race St,Everman High School,0,0,0,0,2
2416521,15-Sep-22,Nevada,Las Vegas,3850 Annie Oakley Dr,Chaparral High School,0,0,0,0,1
2416977,15-Sep-22,Arizona,Tucson,545 N Camino Seco,Sahuaro High,0,0,0,0,1
2415584,15-Sep-22,Maryland,Randallstown,4000 Offutt Rd,Randallstown High School,0,0,0,0,1
2416150,15-Sep-22,North Carolina,Monroe,601 E Sunset Dr,Monroe Middle School,0,0,0,0,0
2421095,15-Sep-22,Pennsylvania,Allentown,106 N 17th St,William Allen High School,0,0,0,0,1
2414982,14-Sep-22,Kentucky,Elkton,806 S Main St,Todd County Central High School,0,0,0,0,1
2415703,14-Sep-22,Georgia,Augusta,910 Russell St,Academy of Richmond County,0,0,0,0,1
2417008,14-Sep-22,Nevada,Carson City,110 Thompson St,Bordewich Bray Elementary School,0,0,0,0,1
2415388,14-Sep-22,Ohio,Cleveland,4600 Detroit Ave,Garrett Morgan High School Campus,0,0,0,0,3
2414571,14-Sep-22,Florida,Winter Park,2100 Summerfield Rd,Winter Park High School,0,0,0,0,1
2416171,14-Sep-22,Texas,Frisco,6901 Coit Rd,Centennial High School,0,0,0,0,1
2415467,14-Sep-22,Virginia,Norfolk,Scott St and Trant Ave,N/A,0,0,0,0,2
2415416,14-Sep-22,Florida,Tampa,1701 North Blvd,Blake High School,0,0,0,0,1
2415376,14-Sep-22,Ohio,Circleville,1476 Lancaster Pike,Ohio Christian University,0,0,0,0,1
2414845,14-Sep-22,Tennessee,Ripley,254 S Jefferson St,Ripley High School,0,0,0,0,2
2414061,13-Sep-22,Kentucky,Louisville (Shively),2501 Rockford Ln,Western High School,0,0,0,0,0
2414059,13-Sep-22,California,Vallejo,840 Nebraska St,Vallejo High School,0,1,0,0,0
2414785,13-Sep-22,Maryland,Oxon Hill,6701 Leyte Dr,Oxon Hill High School,0,1,0,0,0
2414840,13-Sep-22,Tennessee,Memphis,1530 Dellwood Ave,Martin Luther King College Prep High School,0,0,0,0,1
2414143,13-Sep-22,Florida,Tallahassee,550 E Tennessee St,Leon High School,0,0,0,0,1
2414018,13-Sep-22,Indiana,Bloomington,900 W Gordon Pike,Batchelor Middle School,0,0,0,0,1
2414137,13-Sep-22,Georgia,Warner Robins,500 Johnson Rd,Northside Middle School,0,0,0,0,0
2414127,13-Sep-22,Washington,Kennewick,3520 Southridge Blvd,Southridge High School,0,0,0,0,1
2413074,12-Sep-22,Virginia,Woodbridge,15201 Neabsco Mills Rd,Freedom High School,0,0,0,0,2
2412964,12-Sep-22,Texas,Corpus Christi,3900 Hamlin Dr,Hamlin Middle School,0,0,0,0,0
2413802,12-Sep-22,North Carolina,Marshville,100 Forest Hills School Rd S,Forest Hills High School,0,0,0,0,1
2415599,12-Sep-22,Maryland,Essex,1801 Turkey Point Rd,Chesapeake High School,0,0,0,0,2
2411110,9-Sep-22,Wisconsin,Milwaukee,4300 block of W Capitol Dr,N/A,0,1,0,0,0
2410975,9-Sep-22,Texas,Corpus Christi,4001 Wildcat Dr,Calallen High School,0,0,0,0,1
2410960,9-Sep-22,South Carolina,Seabrook,169 State Hwy S 7-549,Whale Branch High School,0,0,0,0,1
2411589,9-Sep-22,Texas,Texarkana,4001 Summerhill Rd,Texas High School,0,0,0,0,1
2411489,9-Sep-22,Florida,Tallahassee,1717 W Tharpe St,Godby High School,0,0,0,0,1
2415361,9-Sep-22,Ohio,Euclid,711 E 222nd St,Euclid High School,0,0,0,0,4
2410709,9-Sep-22,West Virginia,Saint Albans,2100 Kanawha Terrace,St Albans High School,0,0,0,0,1
2410059,8-Sep-22,Missouri,Vandalia,2122 Audrain Rd 557,Van-Far Elementary,0,0,0,0,0
2410725,8-Sep-22,Florida,Mascotte,513 Albrook St,The Academy At Lake Hills,0,0,0,0,1
2409745,8-Sep-22,Florida,Miami,11100 block of NW 8th Ave,N/A,0,2,0,0,1
2410393,8-Sep-22,Maryland,Baltimore,2801 N Dukeland St,ConneXions A Community Based Arts School,0,0,0,0,1
2410743,8-Sep-22,Virginia,Suffolk,5505 Godwin Blvd,Oakland Elementary,0,0,0,0,1
2410187,8-Sep-22,Arkansas,El Dorado,2000 Wildcat Dr,El Dorado High School,0,0,0,0,0
2409203,7-Sep-22,Michigan,Muskegon,1150 Amity Ave,Muskegon Middle School,0,0,0,0,1
2409350,7-Sep-22,New York,Rochester (Greece),750 Maiden Ln,Greece Odyssey Academy,0,0,0,0,1
2414792,7-Sep-22,Georgia,Springfield,1589 GA-119,Effingham County High School,0,0,0,0,0
2408757,7-Sep-22,Michigan,Southfield,24675 Lahser Rd,Southfield High School for the Arts & Technology,0,0,0,0,1
2410526,7-Sep-22,Florida,Tampa,3915 E 21st Ave,Franklin Boys Preparatory Academy,0,0,0,0,1
2408080,6-Sep-22,Tennessee,Nashville,160 Antioch Pike,Glencliff High School,0,0,0,0,1
2408994,6-Sep-22,Tennessee,Chattanooga,2100 Glass St,Hardy Elementary School,0,0,0,0,0
2408874,6-Sep-22,Ohio,Columbus,923 S James Rd,Mason Run High School,0,0,0,0,1
2407883,6-Sep-22,Alabama,Daphne,1030 Stanton Rd,Abiding Love Church and Preschool,0,0,0,0,0
2408746,6-Sep-22,Texas,Brownsville,3700 Heritage Trl,Paredes Elementary School,0,0,0,0,1
2409640,6-Sep-22,Arizona,Chandler,3000 N Alma School Rd,El Dorado High School,0,0,0,0,2
2408572,6-Sep-22,Colorado,Denver,3333 Regis Blvd,Regis University,0,0,0,0,0
2406582,4-Sep-22,North Carolina,Greenville,E 5th St,Eastern Carolina University,0,0,0,0,0
2408398,4-Sep-22,Indiana,Muncie,304 N College Ave,Ball State,0,0,0,0,3
2408075,3-Sep-22,Delaware,Dover,1200 N Dupont Hwy,Delaware State Wellness and Recreation Center,0,2,0,0,0
2405127,2-Sep-22,Kansas,Wichita,2301 E Douglas Ave,Wichita East High School,0,0,0,0,1
2405118,2-Sep-22,Texas,Wichita Falls,3807 Kemp Blvd,Barwise Middle School,0,0,0,0,1
2405083,2-Sep-22,South Carolina,Columbia,120 Sparkleberry Ln,Spring Valley High School,0,0,0,0,1
2409020,2-Sep-22,Texas,Arlington,3000 S Fielder Rd,Gunn Junior High,0,0,0,0,1
2408793,2-Sep-22,Georgia,Canton,930 Marietta Hwy,Cherokee High School,0,0,0,0,0
2405467,2-Sep-22,Maryland,Baltimore,3500 Hillen Rd,Mergenthaler Vocational-Technical High School,1,0,0,0,1
2406217,2-Sep-22,Florida,Deland,260 E Euclid Ave,Spec Martin Municipal Stadium,0,0,0,0,0
2409178,2-Sep-22,Mississippi,Gautier,4307 Gautier Vancleave Rd,Gautier High School,0,0,0,0,2
2404984,1-Sep-22,Michigan,Auburn Hills,2800 Waukegan St,Avondale High School,0,0,0,0,1
2404120,1-Sep-22,North Carolina,Durham,3727 Fayetteville Rd,Hillside High School,0,0,0,0,2
2404019,1-Sep-22,Kentucky,Phelps,11580 Phelps 632 Rd,Phelps High School,0,0,0,0,1
2420823,1-Sep-22,North Carolina,Knightdale,100 Bryan Chalk Ln,Knightdale High School,0,0,0,0,1
2403146,31-Aug-22,Texas,Corpus Christi,1102 Villarreal Dr,JFK Elementary,0,0,0,0,0
2404073,31-Aug-22,South Carolina,Rock Hill,320 W Springdale Rd,Rock Hill High School,0,0,0,0,0
2403127,31-Aug-22,Pennsylvania,Pittsburgh,590 Crane Ave,Brashear High School,0,0,0,0,1
2403018,31-Aug-22,Nebraska,Omaha,2606 Hamilton St,Blackburn High School,0,0,0,0,1
2402985,31-Aug-22,Georgia,Carnesville,485 Turkey Creek Rd,Franklin County Middle School,0,0,0,0,1
2403713,31-Aug-22,Nevada,Henderson,400 Palo Verde Ave,Basic Academy of International Studies,0,0,0,0,1
2405558,31-Aug-22,Arizona,San Tan Valley,35900 N Charbray Dr,Circle Cross Ranch STEM Academy,0,0,0,0,0
2403655,31-Aug-22,Ohio,Grove City,3811 Hoover Rd,Monterey Elementary School,0,0,0,0,0
2403440,31-Aug-22,Louisiana,Pineville,1511 Line St,Pineville High School,0,0,0,0,0
2403344,31-Aug-22,Florida,Tampa,5000 N Central Ave,Hillsborough High School,0,0,0,0,1
2403016,31-Aug-22,Nebraska,Omaha,4519 S 24th St,South High School,0,0,0,0,1
2402421,30-Aug-22,Tennessee,Hendersonville,3126 Long Hollow Pike,Beech High School,0,0,0,0,0
2402496,30-Aug-22,Texas,Kingwood,4015 Woodland Hills Dr,Kingwood Park High School,0,0,0,0,1
2402189,30-Aug-22,Kentucky,Louisville,2811 Duncan St,Atkinson Elementary School,0,0,0,0,1
2402908,30-Aug-22,Colorado,Clifton,3276 F Rd,Clifton Elementary School,0,0,0,0,0
2401857,30-Aug-22,California,Santa Rosa,4320 Ursuline Rd,Cardinal Newman High School,0,0,0,0,3
2401788,30-Aug-22,Kansas,Mcpherson,801 E 1st St,McPherson High School,0,0,0,0,0
2402821,30-Aug-22,Kansas,Wichita,5301 N Hillside St,Wichita Heights High School,0,0,0,0,1
2402664,30-Aug-22,South Carolina,Rock Hill,4757 Mt Gallant Rd,Dutchman Creek Middle School,0,0,0,0,1
2402567,30-Aug-22,Arkansas,Sherwood,484 Bear Paw Rd,Sylvan Hills High School,0,0,0,0,1
2405215,30-Aug-22,Mississippi,Senatobia,221 Warrior Dr,Senatobia High School,0,0,0,0,0
2405213,30-Aug-22,Texas,Beaumont,8750 Phelan Blvd,West Brook High School,0,0,0,0,1
2403371,30-Aug-22,South Carolina,Columbia,2219 Barhamville Rd,C.A. Johnson High School,0,0,0,0,1
2402730,30-Aug-22,Texas,Tyler,3535 Lion Ln,Tyler High School,0,0,0,0,1
2402219,29-Aug-22,California,Arvin,900 Varsity Rd,Arvin High School,0,0,0,0,1
2401105,29-Aug-22,South Carolina,Rock Hill,801 Neely Rd,South Pointe High School,0,0,0,0,1
2402046,29-Aug-22,Tennessee,Jackson,84 Harts Bridge Rd,South Side High School,0,0,0,0,1
2402009,29-Aug-22,Arizona,Cochise,5025 N Bowie Ave,Cochise Elementary School,0,0,0,0,0
2400942,29-Aug-22,Maryland,District Heights,5200 Silver Hill Rd #2086,Suitland High School,0,0,0,0,1
2400950,29-Aug-22,Maryland,District Heights,5200 Silver Hill Rd #2086,Suitland High School,0,0,0,0,1
2401807,29-Aug-22,Kansas,Wichita,820 S Osage St,Wichita West High School,0,0,0,0,1
2400919,29-Aug-22,Oklahoma,Bethany,7210 NW 39th Expy,Southwestern Christian University,0,0,0,0,1
2401673,29-Aug-22,Florida,Alachua,16401 NW 140th St,A.L. Mebane Middle School,0,0,0,0,1
2401593,29-Aug-22,Louisiana,Delcambre,601 W Main St,Delcambre High School,0,0,0,0,1
2401110,29-Aug-22,California,Oakland,400 Capistrano Dr,Madison Park Academy,0,1,0,0,1
2401805,29-Aug-22,Michigan,Dowagiac,57072 Riverside Dr,Dowagiac Middle School,0,0,0,0,1
2403135,27-Aug-22,Indiana,Fort Wayne,475 E State Blvd,North Side High School,0,0,0,0,1
2399318,27-Aug-22,Missouri,Saint Louis (Wellston),6701 St Charles Rock Rd,Normandy High School,0,0,0,0,1
