Incident ID,Incident Date,State,City Or County,Address,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2531636,22-Feb-23,Virginia,Newport News,13450 Woodside Ln,Woodside High School,0,0,0,0,1
2532021,22-Feb-23,Ohio,Reynoldsburg,6699 E Livingston Ave,Reynoldsburg High School,0,0,0,0,1
2533216,22-Feb-23,Florida,Belle Glade,1100 SW Ave G,Glade View Elementary,0,0,0,0,1
2531012,21-Feb-23,Nevada,Las Vegas,9501 Echelon Point Dr,Edmundo Escobedo Sr Middle School,0,0,0,0,1
2531008,21-Feb-23,Nevada,North Las Vegas,5302 N Goldfield St,Mojave High School,0,0,0,0,1
2530996,21-Feb-23,Nevada,Las Vegas,1139 N Linn Ln,Eldorado High School,0,0,0,0,2
2531435,21-Feb-23,Ohio,Columbus,840 W State St,Central High School,0,0,0,0,1
2532037,21-Feb-23,Pennsylvania,Coal Township,2000 W State St,Shamokin Area Middle/High School,0,0,0,0,0
2531943,21-Feb-23,Kentucky,Stearns,120 Raider Way Rd,McCreary County Board of Education,0,0,0,0,1
2530457,20-Feb-23,North Carolina,Elkin,334 Elk Spur St,Elkin High School,0,0,0,0,0
2530243,20-Feb-23,Texas,Midland,Wadley Ave and Godfrey St,Legacy Freshman High Schoolbus,0,0,0,0,1
2528420,18-Feb-23,Texas,Abilene,2800 N 6th St,Abilene High School,0,0,0,0,1
2527875,17-Feb-23,Texas,Arlington,818 W Park Row Dr,Arlington High School,0,0,0,0,2
2527806,17-Feb-23,Missouri,Saint Louis,13201 Clayton Rd,Principia Lower School,0,0,0,0,0
2528381,17-Feb-23,Georgia,Macon,6250 Skipper Rd,Rutland High School,0,0,0,0,0
2529696,17-Feb-23,Nevada,Las Vegas,333 S Pavilion Center Dr,Palo Verde High School,0,0,0,0,1
2527524,17-Feb-23,Indiana,Fort Wayne,475 E State Blvd,North Side High School,0,0,0,0,0
2527792,17-Feb-23,Virginia,Max Meadows,1 Pioneer Trail,Fort Chiswell High School,0,0,0,0,1
2527592,17-Feb-23,North Carolina,Erwin,405 Denim Dr,Erwin Elementary School,0,0,0,0,0
2527121,16-Feb-23,Virginia,Norfolk,7901 Nancy Dr,Little Creek Elementary School,0,0,0,0,0
2529867,16-Feb-23,Texas,Benavides,1025 Eagle Dr,Benavides High School,0,0,0,0,1
2527944,16-Feb-23,Alabama,Wetumpka,184 Rodney Ln,Redland Middle School,0,0,0,0,1
2528026,16-Feb-23,Ohio,Columbus,417 S Weyant Ave,Eastmoor Academy,0,0,0,0,0
2528617,16-Feb-23,North Carolina,Fayetteville,2517 Ramsey St,Luther Nick Jeralds Middle School,0,0,0,0,1
2526954,15-Feb-23,Colorado,Denver,1600 City Park Esplanade,Denver East High School,0,0,0,0,1
2528206,15-Feb-23,Ohio,Cleveland,15210 St Clair Ave,Collinwood High School,0,0,0,0,0
2526048,15-Feb-23,Maryland,Fort George G Meade (Fort Meade),1100 Clark Rd,Meade High School,0,0,0,0,1
2527475,15-Feb-23,Texas,Houston,12525 Ella Blvd,Davis High School,0,0,0,0,0
2526799,15-Feb-23,North Carolina,Clayton,1892 Polenta Rd,Cleveland High School,0,0,0,0,1
2526755,15-Feb-23,Alabama,Decatur,1625 Danville Rd SW,Austin Junior High School,0,0,0,0,0
2526751,15-Feb-23,Alabama,Beauregard,N/A,Beauregard school,0,0,0,0,0
2526733,15-Feb-23,Mississippi,Clinton,401 Arrow Dr,Clinton High School,0,0,0,0,0
2526690,15-Feb-23,Virginia,Gloucester,6680 Short Ln,Gloucester High School,0,0,0,0,1
2580632,15-Feb-23,Michigan,Grand Rapids (Walker),4463 Leonard St NW,W Michigan Academy of Environmental Science,0,0,0,0,2
2525801,14-Feb-23,Utah,Salt Lake City (Murray),5440 State St,Murray High School,0,0,0,0,3
2525617,14-Feb-23,North Carolina,Rocky Mount,720 N Fairview Rd,Fairview Elementary,0,0,0,0,0
2525527,14-Feb-23,Texas,San Antonio,1400 Jackson Keller Rd,Legacy of Educational Excellence High School,0,0,0,0,1
2526099,14-Feb-23,Florida,Fort Myers,14020 Plantation Rd,South Fort Myers High School,0,0,0,0,1
2526066,14-Feb-23,Georgia,Decatur,2215 Miller Rd,Miller Grove Middle School,0,0,0,0,1
2528189,14-Feb-23,Indiana,Fort Wayne,3601 Calhoun St,South Side High School,0,0,0,0,1
2525382,14-Feb-23,Pennsylvania,Pittsburgh,1101 N Murtland St,Westinghouse Academy,0,4,0,0,0
2526660,14-Feb-23,South Carolina,Conway,6555 Hwy 134,Pee Dee Elementary,0,0,0,0,0
2525632,14-Feb-23,North Carolina,Wendell,3409 NC-97,Wendell Middle School,0,0,0,0,0
2527114,13-Feb-23,North Carolina,Raleigh,5307 Six Forks Rd,Green Elementary School,0,0,0,0,1
2532391,13-Feb-23,Georgia,Athens,350 S Milledge Ave,Clarke Central High School,0,0,0,0,1
2524577,13-Feb-23,Michigan,East Lansing,509 E Circle Dr,Michigan State University/Berkey Hall,3,5,1,0,0
2525430,13-Feb-23,Oklahoma,Lawton,5611 NW Allan-A-Dale Ln,Hugh Bish Elementary,0,0,0,0,0
2525173,13-Feb-23,Colorado,Golden,19th St and Elm St,Colorado School of Mines,0,0,0,0,1
2525134,13-Feb-23,Florida,Pensacola,820 Massachusetts Ave,Montclair Elementary School,0,0,0,0,0
2525037,13-Feb-23,New York,New York (Manhattan),16 Clarkson St,High School M560,0,0,0,0,0
2524581,13-Feb-23,New York,Rochester,164 Alexander St,James Monroe High School,0,0,0,0,1
2524633,13-Feb-23,Texas,Dalhart,2100 Spirit Trl,Dalhart High School,1,0,0,0,0
2523958,12-Feb-23,North Carolina,Salisbury,211 N Park Dr,Catawba College - Woodson Hall,0,0,0,0,0
2523405,10-Feb-23,Ohio,Cincinnati,200 Viking Wy,Princeton Community Middle School,0,0,0,0,1
2522622,10-Feb-23,Tennessee,La Vergne,382 Stones River Rd,La Vergne Middle School,0,0,0,0,1
2524381,10-Feb-23,Georgia,Columbus,2901 College Dr,Hardaway High School,0,0,0,0,1
2523161,10-Feb-23,Indiana,Columbia City,1600 IN-9,Columbia City High School,0,0,0,0,0
2523619,10-Feb-23,North Carolina,Franklin,100 Panther Dr,Franklin High School,0,0,0,0,0
2523058,10-Feb-23,California,San Diego,5353 Airway Rd,San Ysidro High School,0,0,0,0,1
2522141,9-Feb-23,Arkansas,Fort Smith,2201 N 50th St,Kimmons Middle School,0,0,0,0,0
2521973,9-Feb-23,Alabama,Prattville,1315 Upper Kingston Rd,Prattville High School,0,0,0,0,1
2526042,9-Feb-23,Pennsylvania,Norristown,1 E Oak St,Joseph K. Gotwals Elementary School,0,0,0,0,0
2520705,8-Feb-23,Maryland,Lanham,9880 Good Luck Rd,DuVal High School,0,0,0,0,1
2520916,8-Feb-23,Texas,Rio Grande City,5726 Farm to Market Rd 755,Rio Grande City High School,0,0,0,0,2
2538306,8-Feb-23,Minnesota,Minneapolis,1500 James Ave N,North Community High School,0,0,0,0,1
2521277,8-Feb-23,Alabama,Brookwood,12250 George Richmond Pkwy,Brookwood High School,0,0,0,0,0
2520180,7-Feb-23,Virginia,Chesterfield,10301 Courthouse Rd,Lloyd C. Bird High School,0,0,0,0,1
2520243,7-Feb-23,North Carolina,Saint Pauls,648 N Old Stage Rd,St. Pauls High School,0,0,0,0,0
2520906,7-Feb-23,Texas,Lubbock,16310 TX-493 Loop,Lubbock-Cooper Middle School,0,0,0,0,0
2520084,7-Feb-23,Colorado,Colorado Springs,2250 Jet Wing Dr,Sierra High School,0,0,0,0,1
2520468,7-Feb-23,Wisconsin,Neenah,1275 Tullar Rd,Neenah High School,0,0,0,0,1
2520710,7-Feb-23,Wisconsin,Green Bay,3366 Schaefer Ct,James A. Temp Hall,0,0,0,0,1
2519678,6-Feb-23,Kentucky,Hopkinsville,430 Koffman Dr,Hopkinsville High School,0,0,0,0,1
2519656,6-Feb-23,Kentucky,Louisville,6000 Brownsboro Rd,Ballard High School,0,0,0,0,1
2522795,6-Feb-23,Florida,Tallahassee,3415 Zillah St,Fairview Middle School,0,0,0,0,1
2519482,6-Feb-23,Arkansas,Fort Smith,622 N 7th St,Future School of Fort Smith,0,0,0,0,1
2520310,6-Feb-23,Arkansas,Trumann,1620 W Main St,Trumann High School,0,0,0,0,1
2519709,6-Feb-23,Illinois,Evanston,1400 Oakton St,Chute Middle School,0,0,0,0,1
2519398,6-Feb-23,Alabama,Birmingham,4915 Ave Q,Central Park Elementary School,0,0,0,0,0
2519802,6-Feb-23,Delaware,Middletown,1080 Bunker Hill Rd,Appoquinimink High School,0,0,0,0,1
2519199,6-Feb-23,Florida,Palm Beach Gardens,4245 Holly Dr,Palm Beach Gardens Community High School,0,0,0,0,1
2519443,6-Feb-23,Wisconsin,Oshkosh,915 Hazel St,Webster Stanley Middle School,0,0,0,0,0
2517220,3-Feb-23,Maryland,Baltimore,3500 Hillen Rd,Mergenthaler High School,0,0,0,0,1
2521183,3-Feb-23,California,Paso Robles,801 Niblick Rd,Paso Robles High School,0,0,0,0,1
2517392,3-Feb-23,Tennessee,Lebanon,1213 Leeville Pike,Winfree Bryant Middle School,0,0,0,0,1
2517339,3-Feb-23,Michigan,Detroit,3200 E Lafayette St,Martin Luther King Jr. Senior High School,0,0,0,0,0
2517280,3-Feb-23,Kentucky,Lexington,1600 Man O War Blvd,Paul Laurence Dunbar High School,0,0,0,0,1
2517211,3-Feb-23,Florida,Apopka,2501 Hiawassee Rd,Wekiva High School,0,0,0,0,1
2517644,3-Feb-23,Nevada,North Las Vegas,1900 Deer Springs Way,Cram Middle School,0,0,0,0,1
2519186,3-Feb-23,Pennsylvania,Mars,520 PA-228,Mars Area High School,0,0,0,0,3
2518365,3-Feb-23,Missouri,Cottleville,5199 State Rte N,Francis Howell Central High School,0,0,0,0,1
2517500,3-Feb-23,California,Los Angeles,3537 Farmdale Ave,Susan Miller Dorsey Senior High School,0,0,0,0,0
2517193,2-Feb-23,Delaware,Wilmington,100 W 18th St,Shortlidge Elementary School,0,0,0,0,0
2517199,2-Feb-23,Delaware,Wilmington,3130 Kennett Pike,A.I. Dupont Middle School,0,0,0,0,1
2516840,2-Feb-23,Ohio,Pickerington,130 Hill Rd S,Pickerington Ridgeview Junior High School,1,0,0,0,0
2516752,2-Feb-23,Indiana,North Vernon,810 W Walnut St,North Vernon Elementary (NVE),0,0,0,0,1
2517242,2-Feb-23,Indiana,Columbus,230 S Marr Rd,Columbus East High School,0,0,0,0,1
2517416,2-Feb-23,Ohio,New Philadelphia,315 4th St NW,Welty Middle School,0,0,0,0,1
2517100,2-Feb-23,Arizona,Mesa,7301 E Brown Rd,Red Mountain High School,0,0,0,0,1
2516697,2-Feb-23,Maryland,Riverdale,6200 Tuckerman St,William Wirt Middle School,0,0,0,0,0
2516643,2-Feb-23,Texas,Houston,6425 Westheimer Rd,N/A,0,0,0,1,3
2517451,2-Feb-23,Alabama,Prattville,1089 Martin Luther King Dr,Prattville Junior High School,0,0,0,0,0
2516070,1-Feb-23,Maryland,Hyattsville,7000 Adelphi Rd,Northwestern High School,0,0,0,0,0
2516531,1-Feb-23,North Carolina,Kernersville,1600 Union Cross Rd,Robert B Glenn High School,0,0,0,0,1
2516529,1-Feb-23,North Carolina,Charlotte,8900 Park Rd,South Mecklenburg High School,0,0,0,0,0
2516296,1-Feb-23,Kentucky,Louisville,6415 Outer Loop,Moore High School,0,0,0,0,1
2516990,1-Feb-23,Louisiana,La Place (Laplace),393 Greenwood Dr,LaPlace Elementary,0,0,0,0,1
2516391,1-Feb-23,North Carolina,Rolesville,1099 E Young St,Rolesville High School,0,0,0,0,1
2515355,31-Jan-23,South Carolina,Blythewood,10901 Wilson Blvd,Blythewood High School,0,0,0,0,1
2515490,31-Jan-23,Ohio,Columbus,1265 Koebel Rd,Marion-Franklin High School,0,0,0,0,0
2516607,31-Jan-23,Indiana,Hammond,5926 Calumet Ave,Hammond Central High School,0,0,0,0,1
2515750,31-Jan-23,Nevada,Las Vegas,3750 S Buffalo Dr,Spring Valley High School,0,0,0,0,1
2516381,31-Jan-23,Alabama,Theodore,6201 Swedetown Rd N,Theodore High School,0,0,0,0,1
2515330,30-Jan-23,California,Madera,705 W Pecan Ave,Madera South High School,0,0,0,0,1
2515384,30-Jan-23,New York,Nanuet,103 Church St,Nanuet Senior High School,0,0,0,0,1
2514454,30-Jan-23,Arizona,Yuma,7150 E 24th St,Gila Ridge High School,0,0,0,0,1
2523034,30-Jan-23,Texas,Lufkin,602 S Raguet St,Pineywoods Community Academy,0,0,0,0,1
2677660,29-Jan-23,Texas,Beaumont,N/A,St Anthony Cathedral Basilica School,0,0,0,0,1
2513755,28-Jan-23,Missouri,Springfield,2500 block of S Linden Ave,N/A,0,1,0,0,2
2516842,27-Jan-23,Colorado,Loveland,1811 W 15th St,Ferguson High School,0,0,0,0,1
2518431,27-Jan-23,North Carolina,Newton,338 W 15th St,Newton-Conover High School,0,0,0,0,1
2512539,27-Jan-23,Arizona,El Mirage,12701 N Main St,Riverview Elementary School,0,0,0,0,2
2512455,27-Jan-23,Maryland,Baltimore,2202 Presstman St,Carver Vo-Tech High School,0,0,0,0,1
2512437,27-Jan-23,Georgia,Carnesville,485 Turkey Creek Rd,Franklin County Middle School,0,0,0,0,1
2526814,27-Jan-23,Illinois,Chicago,1150 W 96th St,Wendell E. Green Elementary School,0,0,0,0,1
2512245,26-Jan-23,Nebraska,Fremont,2950 Dale St,Milliken Park Elementary School,0,0,0,0,0
2517299,26-Jan-23,Minnesota,Saint Paul,1355 Pierce Butler Rte,Career Pathways High School,0,0,0,0,1
2512022,26-Jan-23,Utah,Salt Lake City (Taylorsville),5225 S Redwood Rd,Taylorsville High School,0,0,0,0,1
2512364,26-Jan-23,Florida,Homestead,2000 SE 28th Ave,Keys Gate Charter School,0,0,0,0,1
2517953,25-Jan-23,Texas,Bandera,1005 Cherry St,Bandera MIddle School,0,0,0,0,1
2511580,25-Jan-23,Alabama,Pinson,6745 Old Springville Rd,Clay Elementary School,0,0,0,0,0
2512591,25-Jan-23,California,Sacramento,3500 Florin Rd,Luther Burbank High School,0,0,0,0,1
2511004,25-Jan-23,District of Columbia,Washington,1601 16th St SE,Anacostia High School,0,0,0,0,1
2512341,25-Jan-23,North Carolina,Kannapolis,415 Martin Luther King Jr Ave,A.L. Brown High School,0,0,0,0,1
2510864,24-Jan-23,Maryland,Rockville,250 Richard Montgomery Dr,Richard Montgomery High School,0,0,0,0,1
2510828,24-Jan-23,Florida,Saint Petersburg,2501 5th Ave N,St Petersburg High School,0,0,0,0,1
2515486,24-Jan-23,Connecticut,Meriden,1225 N Broad St,Washington Middle School,0,0,0,0,1
2510590,24-Jan-23,Missouri,Kansas City,3930 Broadway Blvd,The Plaza Academy,0,1,0,0,0
2517605,24-Jan-23,California,Corona,1820 Rimpau Ave,Centennial High School,0,0,0,0,1
2510418,24-Jan-23,Utah,Midvale,7350 S 900 E,Hillcrest High School,0,0,0,0,1
2511172,24-Jan-23,Ohio,Toledo,2000 block of Avondale Ave,N/A,0,0,0,0,0
2511014,24-Jan-23,Arizona,San Tan Valley,37611 N Pecan Creek Dr,J O Combs Middle School,0,0,0,0,1
2509896,23-Jan-23,District of Columbia,Washington,5600 East Capitol St NE,Maya Angelou Public Charter School,0,0,0,0,1
2510564,23-Jan-23,Georgia,Augusta,1740 Walton Way,Performance Learning Center,0,0,0,0,1
2509254,23-Jan-23,Iowa,Des Moines,455 SW Fifth St,Starts Right Here,2,1,0,0,2
2510387,23-Jan-23,South Carolina,North Charleston,5935 Rivers Ave,Lowcountry Acceleration Academy,0,0,0,0,1
2509999,23-Jan-23,Kentucky,Louisville,12400 Old Shelbyville Rd,Eastern High School,0,0,0,0,1
2509990,23-Jan-23,Texas,Corsicana,3701 E State Hwy 22,Corsicana High School,0,0,0,0,4
2511054,21-Jan-23,Texas,Houston,3325 Westheimer Rd,Lamar High School,0,0,0,0,1
2509898,20-Jan-23,Ohio,London,336 Elm St,London High School,0,0,0,0,0
2506967,20-Jan-23,Texas,Arlington,2101 Highbank Dr,James Bowie High School,0,0,0,0,2
2506958,20-Jan-23,Georgia,Covington,14567 GA-36,Alcovy High School,0,0,0,0,1
2506919,20-Jan-23,Virginia,Glen Allen,600 Concourse Blvd,Holman Middle School,0,0,0,0,1
2506942,20-Jan-23,Minnesota,Saint Paul,1495 Rice St,Washington Technology Magnet School,0,1,0,0,1
2508146,20-Jan-23,North Carolina,Statesville,474 N Center St,Statesville High School,0,0,0,0,1
2507136,20-Jan-23,Ohio,Salem,1200 E 6th St,Salem Senior High School,0,0,0,0,1
2506265,19-Jan-23,New York,Bronx,120 E 184th St,Academy for Personal Leadership and Excellence,0,0,0,0,1
2506113,19-Jan-23,West Virginia,Lindside,74 James Monroe Dr,Monroe County Technical Center,0,0,0,0,1
2506753,19-Jan-23,New York,Brooklyn,1137 Herkimer St,Eagle Academy for Young Men,0,1,0,0,1
2506658,19-Jan-23,Florida,Royal Palm Beach,10600 Okeechobee Blvd,Royal Palm Beach Community High School,0,0,0,0,1
2506603,19-Jan-23,Arizona,Buckeye,20050 W Indian School Rd,Verrado High School,0,0,0,0,1
2506609,19-Jan-23,Arizona,Casa Grande,2730 N Trekell Rd,Casa Grande Union High School,0,0,0,0,1
2512958,19-Jan-23,Washington,Lacey,350 College St NE,River Ridge High School,0,0,0,0,1
2507748,19-Jan-23,Arkansas,Little Rock,708 E Dixon Rd,Wilbur D. Mills University Studies High School,0,0,0,0,0
2506456,18-Jan-23,Florida,Tampa,1701 N Blvd,Howard W Blake High School,0,0,0,0,1
2506074,18-Jan-23,Tennessee,Cleveland,3635 Georgetown Rd NW,Cleveland Middle School,0,0,0,0,1
2505498,18-Jan-23,Texas,Waco,2020 N 42nd St,Waco High School,0,0,0,0,1
2505269,18-Jan-23,Michigan,Grand Rapids,2133 Buchanan Ave SW,Burton Elementary and Middle Shool,0,0,0,0,1
2505582,18-Jan-23,Tennessee,Nashville,110 Gallatin Ave,East Nashville Magnet High School,0,0,0,0,0
2505578,18-Jan-23,Tennessee,Whites Creek,7277 Old Hickory Blvd,Whites Creek High School,0,0,0,0,1
2505770,18-Jan-23,Alabama,Huntsville,5000 Pulaski Pike NW,Mae Jemison High School,0,0,0,0,0
2505768,18-Jan-23,Alabama,Huntsville,2500 Meridian St N,Lee/New Century Technology High School,0,0,0,0,0
2511701,18-Jan-23,Texas,Jefferson,1 Bulldog Dr,Jefferson High School,0,0,0,0,1
2522012,17-Jan-23,Alabama,Mobile,3125 Dauphin Island Pkwy,B.C. Raines High School,0,0,0,0,1
2505302,17-Jan-23,Minnesota,Saint Paul,1540 6th St E,Harding High School,0,0,0,0,1
2511214,17-Jan-23,Florida,Fort Lauderdale (Lauderdale Lakes),4515 N State Rd 7,Central Charter School,0,0,0,0,1
2505009,17-Jan-23,Nevada,Yerington,114 Pearl St,Yerington High School,0,0,0,0,1
2504792,17-Jan-23,Oklahoma,Oklahoma City (Del City),1900 S Sunnylane Rd,Del City High School Field House,0,1,0,0,1
2501950,13-Jan-23,Kentucky,Murray,2108 College Farm Rd,Calloway County High School,0,0,0,0,0
2502349,13-Jan-23,North Carolina,Kernersville,1600 Union Cross Rd,Robert B Glenn High School,0,0,0,0,0
2502655,13-Jan-23,Florida,Fort Walton Beach,400 Hollywood Blvd NW,Fort Walton Beach High School,0,0,0,0,1
2501286,12-Jan-23,Louisiana,New Orleans,3815 St Bernard Ave,KIPP Believe,0,0,0,0,0
2501098,12-Jan-23,Nebraska,Omaha,4410 N 36th St,North High School,0,0,0,0,1
2502314,12-Jan-23,Florida,Gibsonton,7710 Old Big Bend Rd,East Bay High School,0,0,0,0,0
2501460,12-Jan-23,Indiana,Indianapolis,5108 S High School Rd,Decatur Middle School,0,0,0,0,0
2501122,11-Jan-23,Ohio,Columbus,1500 E Broad St,East High School,0,0,0,0,1
2526948,11-Jan-23,Texas,Rising Star,114 Newton St,Rising Star Elementary School,0,0,0,0,0
2500354,11-Jan-23,Florida,Tallahassee,550 E Tennessee St,Leon High School,0,0,0,0,1
2500964,11-Jan-23,California,Vista,1575 Bonair Rd,Alta Vista High School,0,0,0,0,1
2500323,11-Jan-23,Texas,Palestine,233 Ben Milam Rd Dr,Palestine Middle School,0,0,0,0,1
2502310,11-Jan-23,Florida,Gibsonton,7710 Old Big Bend Rd,East Bay High School,0,0,0,0,0
2501461,11-Jan-23,Indiana,Indianapolis,10440 Indian Creek Rd S,Franklin Central Junior High,0,0,0,0,1
2500814,11-Jan-23,Missouri,Saint Louis,5557 Milburn Rd,Oakville High School,0,0,0,0,1
2500542,10-Jan-23,Kentucky,Stanford,101 Old Fort Rd,Stanford Elementary School,0,1,0,0,0
2500319,10-Jan-23,New Mexico,Albuquerque,6701 Fortuna Rd NW,West Mesa High School,0,0,0,0,1
2500217,10-Jan-23,Michigan,Pinconning,605 W 5th St,Pinconning High School,0,0,0,0,1
2499699,10-Jan-23,Delaware,New Castle,713 E Basin Rd,William Penn High School,0,0,0,0,1
2500103,10-Jan-23,North Carolina,Farmville,3308 E Wilson St,Farmville Central High School,0,0,0,0,1
2506914,9-Jan-23,Texas,Manor,12700 Gregg Manor Rd,Manor High School,0,0,0,0,1
2497956,7-Jan-23,Oregon,Portland,5405 SE Woodward St,Franklin High School,0,1,0,0,0
2496849,6-Jan-23,Virginia,Newport News,205 Tyner Dr,Richneck Elementary School,0,1,0,0,1
2497541,6-Jan-23,Florida,Apopka,2501 Hiawassee Rd,Wekiva High School,0,1,0,0,0
2497580,6-Jan-23,Michigan,Oak Park,13701 Oak Park Blvd,Oak Park High School,0,1,0,0,1
2498914,6-Jan-23,Missouri,Saint Louis,1731 S Broadway,Lift for Life Academy,0,0,0,0,1
2496762,6-Jan-23,North Carolina,Lumberton,3901 Fayetteville Rd,Lumberton High School,0,0,0,0,0
2502555,6-Jan-23,Arkansas,Paragould,5201 W Kingshighway,Greene County Tech Junior High School,0,0,0,0,0
2497221,6-Jan-23,Kentucky,Louisville,3510 Goldsmith Ln,Seneca High School,0,0,0,0,0
2498457,5-Jan-23,Texas,Wylie,2550 FM 544,Wylie High School,0,0,0,0,0
2496389,5-Jan-23,South Carolina,North Charleston,5025 W Enterprise St,Liberty Hill Academy,0,0,0,0,1
2497734,5-Jan-23,Florida,Lakeland,740 Lake Miriam Dr,Lakeland Highlands Middle School,0,0,0,0,1
2496145,5-Jan-23,Alabama,Huntsville,2500 Meridian St N,Lee/New Century High School,0,0,0,0,1
2496143,5-Jan-23,North Carolina,Jamestown,1000 Lucy Ragsdale Dr,Ragsdale High School,0,0,0,0,1
2496342,5-Jan-23,Maryland,Fort George G Meade (Fort Meade),3500 Rockenbach Rd,MacArthur Middle School,0,0,0,0,0
2497266,5-Jan-23,Ohio,Columbus,6100 Beechcroft Rd,Beechcroft High School,0,0,0,0,1
2496290,4-Jan-23,Virginia,Woodbridge,15201 Neabsco Mills Rd,Freedom High School,0,0,0,0,1
2495296,4-Jan-23,New Mexico,Roswell,500 W Hobbs St,Roswell High School,0,0,0,0,1
2496218,4-Jan-23,Wisconsin,Sheboygan,3508 N 21st St,Etude Elementary School,0,0,0,0,1
2496605,4-Jan-23,Arkansas,Jonesboro,301 Hurricane Dr,The Academies at Jonesboro High School,0,0,0,0,1
2494569,3-Jan-23,New York,Corona (Queens),57-00 223rd St,Cardozo High School,0,0,0,0,1
2486543,21-Dec-22,Massachusetts,Lawrence,70 N Parish Rd,Lawrence High School,0,0,0,0,1
2486674,21-Dec-22,Tennessee,Nashville,3901 Granny White Pike,Lipscomb Academy,0,0,0,0,0
2486095,21-Dec-22,Michigan,Waterford (Waterford Township),5145 Hatchery Rd,John D. Pierce Middle School,0,0,0,0,1
2487104,20-Dec-22,North Carolina,Goldsboro,1135 E New Hope Rd,Eastern Wayne High School,0,0,0,0,0
2484920,20-Dec-22,Pennsylvania,Philadelphia,8300 Castor Ave,Farrell Elementary,0,0,0,0,1
2484669,19-Dec-22,Texas,Irving,100 W Oakdale Rd,Nimitz High School,0,0,0,0,2
2483656,16-Dec-22,New Jersey,Paterson,61-127 Preakness Ave,JFK High School,0,0,0,0,3
2483232,16-Dec-22,Georgia,Hinesville,1396 Shaw Rd,Lyman Hall Elementary School,0,0,0,0,0
2505901,16-Dec-22,Texas,Hamshire,12552 2nd St,Hamshire-Fannett High School,0,0,0,0,1
2482288,16-Dec-22,Illinois,Chicago,2150 S Laflin St,Benito Juarez High School,2,2,0,0,1
2482912,16-Dec-22,Ohio,Elyria,601 Middle Ave,Elyria High School,0,0,0,0,1
2484567,16-Dec-22,South Carolina,Abbeville,701 Washington St,Abbeville High School,0,0,0,0,1
2482280,15-Dec-22,South Carolina,Roebuck,1050 Cavalier Way,Dorman High School,0,0,0,0,1
2482163,15-Dec-22,Georgia,Warner Robins,926 Green St,Northside High School,0,0,0,0,0
2494762,15-Dec-22,Missouri,Keytesville,27247 MO-5,Keytesville School,0,0,0,0,1
2482725,14-Dec-22,Florida,Saint Petersburg,840 3rd Ave,MycroSchool Pinellas Charter School,0,0,0,0,1
2481019,14-Dec-22,Mississippi,Pascagoula,3112 Eden St,Colmer Middle School,0,0,0,0,0
2481016,14-Dec-22,West Virginia,Beckley,400 Stanaford Rd,Woodrow Wilson High School,0,0,0,0,1
2480974,14-Dec-22,New Mexico,Albuquerque,6701 Fortuna Rd NW,West Mesa High School,0,0,0,0,1
2481582,14-Dec-22,Illinois,Chicago,4420 N Beacon St,Mary E. Courtenay Language Arts Center,0,0,0,0,1
2481409,14-Dec-22,Florida,Miami (North Miami),1201 NE 125th St,William J. Bryan Elementary,0,0,0,0,1
2481403,14-Dec-22,South Carolina,Mount Pleasant,1000 Warrior Way,Wando High School,0,0,0,0,0
2481991,14-Dec-22,Ohio,Columbus,1320 Duxberry Ave,Linden-McKinley STEM Academy,0,0,0,0,1
2480341,13-Dec-22,Indiana,Indianapolis,5251 Kentucky Ave,Decatur Central High School,0,0,0,0,1
2480188,13-Dec-22,Texas,Schertz,701 Curtiss Ave,Schertz Elementary School,0,0,0,0,0
2481643,13-Dec-22,Oklahoma,Tulsa,6960 E 21st St,Nathan Hale High School,0,0,0,0,1
2484181,13-Dec-22,North Carolina,Dudley,124 Walter Fulcher Rd,Southern Wayne High School,0,0,0,0,0
2483200,13-Dec-22,Texas,Haltom City,5501 Haltom Rd,Haltom High School,0,0,0,0,1
2481401,13-Dec-22,Texas,Midland,906 W Illinois Ave,Midland High School,0,0,0,0,1
2481390,13-Dec-22,South Carolina,Hollywood,5117 Baptist Hill Rd,Baptist Hill Middle School + High School,0,0,0,0,1
2481787,12-Dec-22,Texas,Fort Worth,3136 Bigham Blvd,William Monning Middle School,0,0,0,0,0
2479465,12-Dec-22,Louisiana,New Iberia,1301 E Admiral Doyle Dr,New Iberia Senior High School,0,0,0,0,1
2479782,12-Dec-22,Oregon,Portland,3400 SE 26th Ave,Cleveland High School,0,1,0,0,0
2479544,12-Dec-22,Tennessee,Chattanooga,1020 N Moore Rd,Brainerd High School,0,0,0,0,1
2480195,9-Dec-22,Virginia,Hampton,1067 Big Bethel Rd,Bethel High School,0,0,0,0,0
2478221,9-Dec-22,Ohio,Akron,470 Castle Blvd,Firestone Community Learning Center,0,0,0,0,1
2477594,9-Dec-22,South Carolina,Lancaster,4290 Tabernacle Rd,Buford High School,0,0,0,0,0
2478715,9-Dec-22,Florida,Lake Mary,601 Lake Park Dr,Greenwood Lakes Middle School,0,0,0,0,1
2478141,9-Dec-22,Florida,Fort Lauderdale,2400 NW 26th St,William Dandy Middle School,0,0,0,0,1
2478038,9-Dec-22,Ohio,Dayton,3873 Whitestone Ct,Meadowdale High School,0,0,0,0,0
2478022,9-Dec-22,Ohio,Hilliard,4454 Davidson Rd,N/A,0,0,0,0,1
